company_id,year,period_type,period_months,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,low_interest_coverage_flag,net_debt_cr,asset_turnover,revenue_cagr_3y_pct,revenue_cagr_3y_flag,revenue_cagr_5y_pct,revenue_cagr_5y_flag,revenue_cagr_10y_pct,revenue_cagr_10y_flag,pat_cagr_3y_pct,pat_cagr_3y_flag,pat_cagr_5y_pct,pat_cagr_5y_flag,pat_cagr_10y_pct,pat_cagr_10y_flag,eps_cagr_3y_pct,eps_cagr_3y_flag,eps_cagr_5y_pct,eps_cagr_5y_flag,eps_cagr_10y_pct,eps_cagr_10y_flag,free_cash_flow_cr,cfo_quality_score,cfo_quality_label,capex_cr,capex_intensity_pct,fcf_conversion_rate_pct,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr
ABB,2023.0,ANNUAL,12,17.74163395027108,22.54627033090297,29.767879548306148,39.07906694940927,20.82967515364355,0.0354454203262233,0,80.625,Normal,0,,1.1740561896400352,10.713721789385655,NORMAL,9.716101277290168,NORMAL,9.89829036473968,NORMAL,20.232437941096727,NORMAL,21.69314043381163,NORMAL,19.75338045077737,NORMAL,20.24167817921956,NORMAL,21.65851677781967,NORMAL,19.772344260550724,NORMAL,3741.0,3.9799789251844047,STRONG,36.0,0.6730229949523275,394.204425711275,447.0,151.8095238095238,73.0,113.0,3777.0
ABB,2024.0,ANNUAL,12,20.53342451701145,24.84185330825782,34.10962794660608,45.51801172856744,23.72111396405293,0.0170406134620846,0,135.83333333333334,Normal,0,,1.1552439265257752,10.713721789385655,NORMAL,9.716101277290168,NORMAL,9.89829036473968,NORMAL,20.232437941096727,NORMAL,21.69314043381163,NORMAL,19.75338045077737,NORMAL,20.24167817921956,NORMAL,21.65851677781967,NORMAL,19.772344260550724,NORMAL,5988.0,5.027477102414655,STRONG,50.0,0.8548469823901521,498.58451290591177,565.0,167.66666666666666,73.0,60.0,6038.0
ABB,,TTM,12,21.183646554566437,25.502802505769868,,,,,0,158.0909090909091,Normal,0,,,10.713721789385655,NORMAL,9.716101277290168,NORMAL,9.89829036473968,NORMAL,20.232437941096727,NORMAL,21.69314043381163,NORMAL,19.75338045077737,NORMAL,20.24167817921956,NORMAL,21.65851677781967,NORMAL,19.772344260550724,NORMAL,,,NOT_AVAILABLE,,,,605.0,,,,
ADANIENSOL,2015.0,ANNUAL,12,-5.343511450381679,77.09923664122137,-0.6463527239150507,0.6305637982195845,-0.060911938739993,8.95752539242844,1,0.9315068493150684,Warning,1,,0.0113992342499129,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,-10645.0,5.0,STRONG,10610.0,8099.236641221374,152071.42857142858,0.0,0.993577981651376,0.0,9701.0,-35.0
ADANIENSOL,2016.0,ANNUAL,12,16.773017319963536,87.83044667274385,13.77245508982036,12.765390423736342,3.13298144049038,3.212949101796408,1,1.5015673981191222,Normal,0,,0.1867869913161927,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,1497.0,4.195652173913044,STRONG,47.0,2.1422060164083865,406.7934782608695,3.0,2.429090909090909,0.0,8585.0,1544.0
ADANIENSOL,2017.0,ANNUAL,12,14.464534075104313,68.94993045897078,14.116050220563285,12.044958899513505,3.2472094293966123,3.045469969460468,1,1.5884955752212389,Normal,0,,0.2244945749746311,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,1827.0,5.262019230769231,STRONG,362.0,12.58692628650904,439.1826923076923,4.0,2.679090909090909,0.0,8975.0,2189.0
ADANIENSOL,2018.0,ANNUAL,12,28.98073022312373,71.65314401622717,18.87072808320951,14.303912647861692,6.620330147697655,1.7216443784051512,0,2.6613995485327315,Normal,0,,0.2284390385172313,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,2181.0,1.9230096237970251,STRONG,17.0,0.4310344827586206,190.81364829396327,10.0,5.506363636363637,0.0,10428.0,2198.0
ADANIENSOL,2019.0,ANNUAL,12,7.652292950034223,38.02874743326489,6.950142981474575,7.916962384669979,1.716935929725413,2.50366778565212,1,1.603882099209202,Normal,0,,0.2243688187235088,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,-13412.0,4.635062611806798,STRONG,16003.0,219.0691307323751,-2399.2844364937387,5.0,7.311818181818181,0.0,20137.0,2591.0
ADANIENSOL,2020.0,ANNUAL,12,6.184302733006307,37.29852838121934,8.30685963054477,10.21530004580852,1.777844929616479,2.8528062124955875,1,1.4946380697050938,Warning,1,,0.2874770214801944,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,3751.0,7.701133144475921,STRONG,1686.0,14.7687456201822,531.3031161473087,7.0,7.726363636363635,0.0,24246.0,5437.0
ADANIENSOL,2021.0,ANNUAL,12,12.996171670360669,39.79447914567802,14.46350487722839,10.37652024212806,2.9837627792940737,3.0378966251821957,1,1.7652338214454415,Normal,0,,0.2295878243974649,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,392.0,2.933333333333333,STRONG,3392.0,34.17287930687085,30.387596899224807,11.0,8.108181818181817,0.0,27095.0,3784.0
ADANIENSOL,2022.0,ANNUAL,12,10.978859477704743,37.3600994848108,12.46847573892868,10.209719954790907,2.604078880836002,3.016443054574801,1,1.7188160676532769,Normal,0,,0.2371902915894151,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,-615.0,3.3147249190938517,STRONG,4712.0,41.85468111565109,-49.75728155339806,11.0,9.011818181818182,0.0,29902.0,4097.0
ADANIENSOL,2023.0,ANNUAL,12,9.636650868878355,33.98781313473256,10.90305557919823,9.76335861274691,2.3752132314766743,2.916843986722274,1,1.6156058971592953,Normal,0,,0.2464770451679893,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,-204.0,2.94847775175644,STRONG,3981.0,29.94809298126834,-15.92505854800937,11.0,10.537219730941704,0.0,34270.0,3777.0
ADANIENSOL,2024.0,ANNUAL,12,7.201782380923707,34.38911302462817,5.69930903025971,7.579091242457579,1.730649572402217,1.8588992137240887,0,1.6432959884351284,Normal,0,,0.240308507097689,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,-1279.0,5.048494983277592,STRONG,7317.0,44.05973384717288,-106.93979933110369,10.0,17.472939217318903,0.0,39009.0,6038.0
ADANIENSOL,,TTM,12,2.665278971899181,29.82940404543192,,,,,0,1.2051523719761232,Warning,1,,,18.71501132287989,NORMAL,17.85124994851739,NORMAL,,INSUFFICIENT,-2.4904490462308027,NORMAL,16.42972571572392,NORMAL,,INSUFFICIENT,-3.127069384853576,NORMAL,14.869835499703507,NORMAL,,INSUFFICIENT,,,NOT_AVAILABLE,,,,6.0,,,,
ADANIENT,2013.0,ANNUAL,12,2.6264150943396225,12.983288409703505,5.692652832305104,6.058769067983423,1.0887540113166057,3.240418769863526,1,1.574169530355097,Normal,0,,0.4145399612053168,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,,6.293924466338259,STRONG,,,,15.0,194.5090909090909,10.0,69332.0,7666.0
ADANIENT,2014.0,ANNUAL,12,4.815549529546654,17.07645549347553,11.1377699204445,7.642813123452792,2.240436233086654,3.0298438355011155,1,1.283008942661757,Warning,1,,0.4652503767929417,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,-16804.0,3.109599395313681,STRONG,25032.0,45.55662729539375,-635.0718065003779,20.0,215.97272727272727,7.0,71980.0,8228.0
ADANIENT,2015.0,ANNUAL,12,3.564725044597844,19.312805398278137,8.931902985074627,8.892121611359665,1.757982833274683,3.248250932835821,1,1.377409297052154,Warning,1,,0.4931608500742055,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,-8245.0,3.7127937336814623,STRONG,16777.0,26.024974792523075,-358.7902523933856,18.0,233.8909090909091,8.0,83571.0,8532.0
ADANIENT,2016.0,ANNUAL,12,2.9404845918607387,4.951776052693484,7.474958887726117,7.413893753648569,2.399289810216176,1.4328748691882194,0,1.778187177597642,Normal,0,,0.8159504786583172,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,78159.0,5.112,STRONG,-73047.0,-214.7935779816514,7815.900000000001,9.0,121.61818181818182,4.0,19169.0,5112.0
ADANIENT,2017.0,ANNUAL,12,2.5319574083705145,5.206251881860236,6.543576683644596,6.6777199702704255,1.94282833798912,1.4746745897000566,0,1.858392999204455,Normal,0,,0.7673226775325029,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,-2736.0,0.8367567567567568,ADEQUATE,3510.0,9.607751895546492,-295.7837837837838,9.0,128.5090909090909,4.0,20846.0,774.0
ADANIENT,2018.0,ANNUAL,12,1.653490702594366,5.673087629439929,3.936642587315263,5.307706410804864,1.0530981295984398,1.1688647359003248,0,1.3896,Warning,1,,0.6368938923854268,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,5391.0,4.952861952861953,STRONG,-2449.0,-6.817169580224919,907.5757575757576,7.0,137.1727272727273,6.0,17637.0,2942.0
ADANIENT,2019.0,ANNUAL,12,1.2531266252259838,4.876297085118502,3.429113580916238,8.015692911265818,1.1895805905585857,0.7619273515857956,0,1.2824615384615383,Warning,1,,0.9492900131653188,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,4381.0,6.395256916996048,STRONG,-1145.0,-2.835632383169469,865.810276679842,7.0,134.14545454545456,6.0,11243.0,3236.0
ADANIENT,2020.0,ANNUAL,12,2.3961477317236133,5.285348939013432,6.136779370980115,9.17387454879793,2.2186666666666666,0.7328140673865581,0,1.713740458015267,Normal,0,,0.9259306666666668,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,526.0,2.3596153846153847,STRONG,1928.0,4.442089256503007,50.57692307692307,10.0,154.06363636363636,10.0,12419.0,2454.0
ADANIENT,2021.0,ANNUAL,12,2.645623087234742,6.338366593317652,6.0959263360335685,7.377343796801054,2.026464149408141,0.9456844804475786,0,1.7886710239651415,Normal,0,,0.7659685762442606,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,3144.0,3.865200764818356,STRONG,899.0,2.273819460252422,300.5736137667304,8.0,155.9909090909091,12.0,16227.0,4043.0
ADANIENT,2022.0,ANNUAL,12,1.135119562085854,5.3500432152117545,3.5404591813811384,5.446203473168287,0.7756974386234324,1.8692546165251385,0,1.376880443388757,Warning,1,,0.6833618805740949,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,-19148.0,1.7576142131979695,STRONG,20533.0,29.57793143186402,-2429.9492385786803,7.0,202.33636363636364,14.0,41604.0,1385.0
ADANIENT,2023.0,ANNUAL,12,1.899012074643249,6.913909361768857,7.328068742246831,8.366279811248566,1.7143504296493437,1.6096335965628876,0,1.81809019904258,Normal,0,,0.902759099081244,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,-11568.0,7.277456647398844,STRONG,29194.0,22.89007370236789,-477.6218001651528,22.0,289.92105263157896,6.0,53200.0,17626.0
ADANIENT,2024.0,ANNUAL,12,3.458790097592848,11.799296833677312,7.960187130036281,7.750790938744144,1.8347563927644028,1.91968206988734,0,2.081448957189901,Normal,0,,0.5304619074864663,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,-20600.0,3.0920539730134933,STRONG,30912.0,32.059406145964054,-617.6911544227886,28.0,367.50877192982455,5.0,80427.0,10312.0
ADANIENT,,TTM,12,5.948529483633235,13.579185033867326,,,,,0,2.8532530120481927,Normal,0,,,34.60338228109774,NORMAL,19.01541475308124,NORMAL,5.78467705445147,NORMAL,47.182006037517255,NORMAL,45.81058899665285,NORMAL,2.3412223540726584,NORMAL,51.82944859378311,NORMAL,31.95079107728942,NORMAL,3.42196941293802,NORMAL,,,NOT_AVAILABLE,,,,49.0,,,,
ADANIGREEN,2017.0,ANNUAL,12,-9.362549800796812,80.2788844621514,-3.906899418121363,2.702702702702702,-0.762987012987013,3.6134663341645887,1,0.4491017964071856,Warning,1,,0.0814935064935064,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,,-0.5957446808510638,WEAK,,,,0.0,0.9442700156985872,0.0,4347.0,28.0
ADANIGREEN,2018.0,ANNUAL,12,-9.324324324324325,56.95945945945946,-10.290827740492167,3.0522088353413657,-0.8784773060029283,7.355704697986577,1,0.6195652173913043,Warning,1,,0.0942135081800241,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-4673.0,-4.702898550724638,WEAK,5322.0,359.5945945945946,3386.231884057971,-1.0,0.8574168797953964,0.0,9864.0,649.0
ADANIGREEN,2019.0,ANNUAL,12,-23.080660835762878,74.14965986394559,-24.573202276254527,4.09942638623327,-3.240551234820576,5.764097258147957,1,0.4781445138269402,Warning,1,,0.1404011461318051,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-705.0,-3.421052631578948,WEAK,2330.0,113.2167152575316,148.42105263157893,-3.0,1.235933503836317,0.0,11142.0,1625.0
ADANIGREEN,2020.0,ANNUAL,12,-2.6677128285602194,56.88505296194586,-2.88502333474756,5.486848981013761,-0.3690838037342596,6.307170131523122,1,0.949748743718593,Warning,1,,0.1383521493703864,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-595.0,-28.897058823529413,WEAK,2560.0,100.43154178109062,875.0,0.0,1.5070332480818414,0.0,14866.0,1965.0
ADANIGREEN,2021.0,ANNUAL,12,5.825864276568503,71.73495518565942,8.272727272727273,8.12601764549964,0.6343231562804963,11.004090909090907,1,1.0988223246287765,Warning,1,,0.1088805241879269,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-2760.0,8.796703296703297,STRONG,4361.0,139.5966709346991,-1516.4835164835165,1.0,1.4066496163682864,0.0,24209.0,1601.0
ADANIGREEN,2022.0,ANNUAL,12,9.526592635885448,68.42002727449834,18.706962509563887,5.717274465245464,0.8294602571496421,20.211170619739864,1,1.211310661062285,Warning,1,,0.0870678834345421,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-9745.0,6.394683026584867,STRONG,12872.0,250.7695304889928,-1992.842535787321,3.0,1.6713554987212276,0.0,52832.0,3127.0
ADANIGREEN,2023.0,ANNUAL,12,12.512860082304528,63.91460905349794,13.321467688937568,7.048937864677296,1.4542139323558865,7.423740416210296,1,1.4898660254208176,Warning,1,,0.1162175492086266,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-13919.0,7.466598150051388,STRONG,21184.0,272.4279835390946,-1430.524152106886,6.0,4.611111111111111,0.0,54223.0,7265.0
ADANIGREEN,2024.0,ANNUAL,12,13.665943600867678,79.3709327548807,11.913767019667173,8.559597979642591,1.2823383337743492,6.375756429652042,1,1.3337994406711946,Warning,1,,0.0938345987095198,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,-10486.0,6.121428571428571,STRONG,18199.0,197.38611713665944,-832.2222222222223,7.0,6.6767676767676765,0.0,67430.0,7713.0
ADANIGREEN,,TTM,12,17.881654609534408,75.12520868113522,,,,,0,1.3446259326477112,Warning,1,,,43.44099813858789,NORMAL,34.976172926382844,NORMAL,,INSUFFICIENT,90.58982840512462,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29311827723888,NORMAL,,TURNAROUND,,INSUFFICIENT,,,NOT_AVAILABLE,,,,9.0,,0.0,,
ADANIPORTS,2013.0,ANNUAL,12,45.820519988817445,66.59211629857423,25.633406318423525,12.790052181636504,7.791775612075114,1.817328745699093,0,4.250922509225092,Normal,0,,0.1700499168053244,28.63193631184944,NORMAL,19.57867595245697,NORMAL,18.65179197239284,NORMAL,17.084126579285687,NORMAL,14.909565182041629,NORMAL,16.624572854327614,NORMAL,14.977941578896626,NORMAL,14.869835499703507,NORMAL,16.860936130231472,NORMAL,,0.8413666870042709,ADEQUATE,,,,8.0,15.945137157107231,12.0,11620.0,1379.0
